Year,Area,Item,Unit,Production (Tonnes),CH4 Emissions intensity
2003,Africa,"Milk, whole fresh buffalo",tonnes,2549581,1.0593
2004,Africa,"Milk, whole fresh buffalo",tonnes,2266771,1.2129
2005,Africa,"Milk, whole fresh buffalo",tonnes,2300000,1.2108
2006,Africa,"Milk, whole fresh buffalo",tonnes,2300000,1.2182
2007,Africa,"Milk, whole fresh buffalo",tonnes,2609821,1.1191
2008,Africa,"Milk, whole fresh buffalo",tonnes,2640638,1.0932
2009,Africa,"Milk, whole fresh buffalo",tonnes,2696662,1.0705
2010,Africa,"Milk, whole fresh buffalo",tonnes,2653242,1.1078
2011,Africa,"Milk, whole fresh buffalo",tonnes,2568139,1.19
2012,Africa,"Milk, whole fresh buffalo",tonnes,2564643,1.2417
2013,Africa,"Milk, whole fresh buffalo",tonnes,2522832,1.193
2014,Africa,"Milk, whole fresh buffalo",tonnes,2923025,1.0381
2015,Africa,"Milk, whole fresh buffalo",tonnes,2394158,1.1946
2016,Africa,"Milk, whole fresh buffalo",tonnes,2334293,1.1449
2017,Africa,"Milk, whole fresh buffalo",tonnes,2034030,1.2928
1961,Africa,"Meat, sheep",tonnes,469429,49.3251
1962,Africa,"Meat, sheep",tonnes,468023,48.7471
1963,Africa,"Meat, sheep",tonnes,466877,49.2119
1964,Africa,"Meat, sheep",tonnes,483392,48.625
1965,Africa,"Meat, sheep",tonnes,510091,48.0651
1966,Africa,"Meat, sheep",tonnes,537141,48.1474
1967,Africa,"Meat, sheep",tonnes,551355,47.6961
1968,Africa,"Meat, sheep",tonnes,590977,45.7609
1969,Africa,"Meat, sheep",tonnes,626671,43.8945
1970,Africa,"Meat, sheep",tonnes,614951,43.9302
1971,Africa,"Meat, sheep",tonnes,631468,43.0833
1972,Africa,"Meat, sheep",tonnes,654034,40.5651
1973,Africa,"Meat, sheep",tonnes,607417,44.2286
1974,Africa,"Meat, sheep",tonnes,573554,46.7753
1975,Africa,"Meat, sheep",tonnes,606843,45.3141
1976,Africa,"Meat, sheep",tonnes,638663,42.7337
1977,Africa,"Meat, sheep",tonnes,661813,42.9491
1978,Africa,"Meat, sheep",tonnes,693653,41.4985
1979,Africa,"Meat, sheep",tonnes,710648,40.975
1980,Africa,"Meat, sheep",tonnes,739115,40.8368
1981,Africa,"Meat, sheep",tonnes,773049,38.7969
1982,Africa,"Meat, sheep",tonnes,748234,40.2456
1983,Africa,"Meat, sheep",tonnes,761314,39.4987
1984,Africa,"Meat, sheep",tonnes,774566,38.3957
1985,Africa,"Meat, sheep",tonnes,785381,38.5058
1986,Africa,"Meat, sheep",tonnes,747907,40.5159
1987,Africa,"Meat, sheep",tonnes,809224,38.0294
1988,Africa,"Meat, sheep",tonnes,869655,35.4687
1989,Africa,"Meat, sheep",tonnes,902634,35.4515
1990,Africa,"Meat, sheep",tonnes,907001,35.6672
1991,Africa,"Meat, sheep",tonnes,961817,32.9343
1992,Africa,"Meat, sheep",tonnes,982118,32.0489
1993,Africa,"Meat, sheep",tonnes,962766,30.8602
1994,Africa,"Meat, sheep",tonnes,953747,32.2097
1995,Africa,"Meat, sheep",tonnes,982313,31.8431
1996,Africa,"Meat, sheep",tonnes,1001329,32.3122
1997,Africa,"Meat, sheep",tonnes,1049634,31.8565
1998,Africa,"Meat, sheep",tonnes,1133292,30.8448
1999,Africa,"Meat, sheep",tonnes,1219045,29.6862
2000,Africa,"Meat, sheep",tonnes,1240197,29.5389
2001,Africa,"Meat, sheep",tonnes,1291714,29.1212
2002,Africa,"Meat, sheep",tonnes,1303775,29.2913
2003,Africa,"Meat, sheep",tonnes,1333403,29.2025
2004,Africa,"Meat, sheep",tonnes,1384213,29.1493
2005,Africa,"Meat, sheep",tonnes,1420009,28.9408
2006,Africa,"Meat, sheep",tonnes,1481081,28.1965
2007,Africa,"Meat, sheep",tonnes,1537476,28.5562
2008,Africa,"Meat, sheep",tonnes,1543038,28.6458
2009,Africa,"Meat, sheep",tonnes,1575109,28.3743
2010,Africa,"Meat, sheep",tonnes,1623459,28.3444
2011,Africa,"Meat, sheep",tonnes,1694914,27.6819
2012,Africa,"Meat, sheep",tonnes,1699310,28.6844
2013,Africa,"Meat, sheep",tonnes,1731677,29.1244
2014,Africa,"Meat, sheep",tonnes,1688387,30.0967
2015,Africa,"Meat, sheep",tonnes,1793526,30.5208
2016,Africa,"Meat, sheep",tonnes,1826980,30.9485
2017,Africa,"Meat, sheep",tonnes,1847449,31.2892
1961,Africa,"Milk, whole fresh sheep",tonnes,545469,5.4142
1962,Africa,"Milk, whole fresh sheep",tonnes,546793,5.3551
1963,Africa,"Milk, whole fresh sheep",tonnes,557811,5.2935
1964,Africa,"Milk, whole fresh sheep",tonnes,578016,5.236
1965,Africa,"Milk, whole fresh sheep",tonnes,608385,5.2209
1966,Africa,"Milk, whole fresh sheep",tonnes,634442,5.1806
1967,Africa,"Milk, whole fresh sheep",tonnes,658261,5.1768
1968,Africa,"Milk, whole fresh sheep",tonnes,676593,5.1576
1969,Africa,"Milk, whole fresh sheep",tonnes,697958,5.2325
1970,Africa,"Milk, whole fresh sheep",tonnes,720137,5.2299
1971,Africa,"Milk, whole fresh sheep",tonnes,732061,5.25
1972,Africa,"Milk, whole fresh sheep",tonnes,730486,5.1787
1973,Africa,"Milk, whole fresh sheep",tonnes,721967,5.2797
1974,Africa,"Milk, whole fresh sheep",tonnes,706085,5.3256
1975,Africa,"Milk, whole fresh sheep",tonnes,789218,5.1086
1976,Africa,"Milk, whole fresh sheep",tonnes,874737,4.8808
1977,Africa,"Milk, whole fresh sheep",tonnes,996296,4.6009
1978,Africa,"Milk, whole fresh sheep",tonnes,1123496,4.3845
1979,Africa,"Milk, whole fresh sheep",tonnes,1182708,4.2566
1980,Africa,"Milk, whole fresh sheep",tonnes,1247826,4.4396
1981,Africa,"Milk, whole fresh sheep",tonnes,1384975,4.3695
1982,Africa,"Milk, whole fresh sheep",tonnes,1409713,4.3485
1983,Africa,"Milk, whole fresh sheep",tonnes,1453249,4.4282
1984,Africa,"Milk, whole fresh sheep",tonnes,1148696,5.3213
1985,Africa,"Milk, whole fresh sheep",tonnes,1312485,4.8309
1986,Africa,"Milk, whole fresh sheep",tonnes,1342308,4.815
1987,Africa,"Milk, whole fresh sheep",tonnes,1388627,4.9619
1988,Africa,"Milk, whole fresh sheep",tonnes,1454374,5.0228
1989,Africa,"Milk, whole fresh sheep",tonnes,1489580,5.1754
1990,Africa,"Milk, whole fresh sheep",tonnes,1531888,5.0581
1991,Africa,"Milk, whole fresh sheep",tonnes,1479242,5.686
1992,Africa,"Milk, whole fresh sheep",tonnes,1475748,6.0595
1993,Africa,"Milk, whole fresh sheep",tonnes,1511641,6.2741
1994,Africa,"Milk, whole fresh sheep",tonnes,1704255,6.1414
1995,Africa,"Milk, whole fresh sheep",tonnes,1688439,5.9537
1996,Africa,"Milk, whole fresh sheep",tonnes,1706691,5.9957
1997,Africa,"Milk, whole fresh sheep",tonnes,1742202,6.0718
1998,Africa,"Milk, whole fresh sheep",tonnes,1760996,5.9852
1999,Africa,"Milk, whole fresh sheep",tonnes,1777127,6.1717
2000,Africa,"Milk, whole fresh sheep",tonnes,1830070,6.1052
2001,Africa,"Milk, whole fresh sheep",tonnes,1840222,6.0531
2002,Africa,"Milk, whole fresh sheep",tonnes,1885654,6.1985
2003,Africa,"Milk, whole fresh sheep",tonnes,1892743,6.1605
2004,Africa,"Milk, whole fresh sheep",tonnes,1938698,6.1183
2005,Africa,"Milk, whole fresh sheep",tonnes,1986588,6.2808
2006,Africa,"Milk, whole fresh sheep",tonnes,1986929,6.3197
2007,Africa,"Milk, whole fresh sheep",tonnes,2050026,6.3793
2008,Africa,"Milk, whole fresh sheep",tonnes,2032885,6.5656
2009,Africa,"Milk, whole fresh sheep",tonnes,2088494,6.6175
2010,Africa,"Milk, whole fresh sheep",tonnes,2261089,6.3219
2011,Africa,"Milk, whole fresh sheep",tonnes,2165767,6.8506
2012,Africa,"Milk, whole fresh sheep",tonnes,2289192,6.4347
2013,Africa,"Milk, whole fresh sheep",tonnes,2334641,6.2138
2014,Africa,"Milk, whole fresh sheep",tonnes,2279927,6.4956
2015,Africa,"Milk, whole fresh sheep",tonnes,2359805,6.5835
2016,Africa,"Milk, whole fresh sheep",tonnes,2376978,6.5942
2017,Africa,"Milk, whole fresh sheep",tonnes,2440101,6.5519
1961,Africa,"Milk, whole fresh camel",tonnes,563884,3.7129
1962,Africa,"Milk, whole fresh camel",tonnes,591164,3.7075
1963,Africa,"Milk, whole fresh camel",tonnes,635594,3.6771
1964,Africa,"Milk, whole fresh camel",tonnes,680954,3.6724
1965,Africa,"Milk, whole fresh camel",tonnes,720179,3.6695
1966,Africa,"Milk, whole fresh camel",tonnes,758103,3.6845
1967,Africa,"Milk, whole fresh camel",tonnes,807317,3.6622
1968,Africa,"Milk, whole fresh camel",tonnes,841988,3.6525
1969,Africa,"Milk, whole fresh camel",tonnes,848153,3.6677
1970,Africa,"Milk, whole fresh camel",tonnes,1001929,3.3892
1971,Africa,"Milk, whole fresh camel",tonnes,1024738,3.3773
1972,Africa,"Milk, whole fresh camel",tonnes,1039539,3.3799
1973,Africa,"Milk, whole fresh camel",tonnes,1038110,3.3388
1974,Africa,"Milk, whole fresh camel",tonnes,1056890,3.3466
1975,Africa,"Milk, whole fresh camel",tonnes,1101640,3.3454
1976,Africa,"Milk, whole fresh camel",tonnes,1140840,3.2923
1977,Africa,"Milk, whole fresh camel",tonnes,1185426,3.2906
1978,Africa,"Milk, whole fresh camel",tonnes,1228008,3.2908
1979,Africa,"Milk, whole fresh camel",tonnes,1251536,3.254
1980,Africa,"Milk, whole fresh camel",tonnes,1254114,3.2539
1981,Africa,"Milk, whole fresh camel",tonnes,1274477,3.297
1982,Africa,"Milk, whole fresh camel",tonnes,1312518,3.3065
1983,Africa,"Milk, whole fresh camel",tonnes,1334676,3.2347
1984,Africa,"Milk, whole fresh camel",tonnes,1354531,3.2061
1985,Africa,"Milk, whole fresh camel",tonnes,1373410,3.2317
1986,Africa,"Milk, whole fresh camel",tonnes,1399205,3.179
1987,Africa,"Milk, whole fresh camel",tonnes,1410539,3.2335
1988,Africa,"Milk, whole fresh camel",tonnes,1447546,3.2259
1989,Africa,"Milk, whole fresh camel",tonnes,1446095,3.2551
1990,Africa,"Milk, whole fresh camel",tonnes,1467958,3.0351
1991,Africa,"Milk, whole fresh camel",tonnes,1396113,3.1675
1992,Africa,"Milk, whole fresh camel",tonnes,1345137,3.1603
1993,Africa,"Milk, whole fresh camel",tonnes,1310179,3.1719
1994,Africa,"Milk, whole fresh camel",tonnes,1383955,3.0667
1995,Africa,"Milk, whole fresh camel",tonnes,1452373,3.016
1996,Africa,"Milk, whole fresh camel",tonnes,1461579,3.021
1997,Africa,"Milk, whole fresh camel",tonnes,1494146,3.0164
1998,Africa,"Milk, whole fresh camel",tonnes,1499297,2.974
1999,Africa,"Milk, whole fresh camel",tonnes,1523765,2.9609
2000,Africa,"Milk, whole fresh camel",tonnes,1641431,2.904
2001,Africa,"Milk, whole fresh camel",tonnes,1601427,2.8972
2002,Africa,"Milk, whole fresh camel",tonnes,1699521,2.9306
2003,Africa,"Milk, whole fresh camel",tonnes,1746533,2.7873
2004,Africa,"Milk, whole fresh camel",tonnes,1954809,2.6514
2005,Africa,"Milk, whole fresh camel",tonnes,1901049,2.7388
2006,Africa,"Milk, whole fresh camel",tonnes,1672244,2.9048
2007,Africa,"Milk, whole fresh camel",tonnes,2237859,2.5084
2008,Africa,"Milk, whole fresh camel",tonnes,2616792,2.3518
2009,Africa,"Milk, whole fresh camel",tonnes,2493321,2.5175
2010,Africa,"Milk, whole fresh camel",tonnes,2770784,2.3181
2011,Africa,"Milk, whole fresh camel",tonnes,2689356,2.4582
2012,Africa,"Milk, whole fresh camel",tonnes,2835737,3.0444
2013,Africa,"Milk, whole fresh camel",tonnes,2620846,3.2607
2014,Africa,"Milk, whole fresh camel",tonnes,2375863,3.4309
2015,Africa,"Milk, whole fresh camel",tonnes,2578772,3.4479
2016,Africa,"Milk, whole fresh camel",tonnes,2555042,3.4808
2017,Africa,"Milk, whole fresh camel",tonnes,2605739,3.4729
1961,Africa,"Meat, chicken",tonnes,315963,2.176
1962,Africa,"Meat, chicken",tonnes,330843,2.1423
1963,Africa,"Meat, chicken",tonnes,344632,2.1356
1964,Africa,"Meat, chicken",tonnes,366758,2.1113
1965,Africa,"Meat, chicken",tonnes,386002,2.0448
1966,Africa,"Meat, chicken",tonnes,413012,2.0269
1967,Africa,"Meat, chicken",tonnes,441556,1.9777
1968,Africa,"Meat, chicken",tonnes,468943,1.9351
1969,Africa,"Meat, chicken",tonnes,512085,1.8762
1970,Africa,"Meat, chicken",tonnes,542850,1.8986
1971,Africa,"Meat, chicken",tonnes,567356,1.8975
1972,Africa,"Meat, chicken",tonnes,613507,1.837
1973,Africa,"Meat, chicken",tonnes,657589,1.7997
1974,Africa,"Meat, chicken",tonnes,670827,1.7331
1975,Africa,"Meat, chicken",tonnes,738603,1.6446
1976,Africa,"Meat, chicken",tonnes,807227,1.5764
1977,Africa,"Meat, chicken",tonnes,853228,1.5804
1978,Africa,"Meat, chicken",tonnes,906448,1.509
1979,Africa,"Meat, chicken",tonnes,938876,1.5102
1980,Africa,"Meat, chicken",tonnes,998099,1.4691
1981,Africa,"Meat, chicken",tonnes,1065499,1.4373
1982,Africa,"Meat, chicken",tonnes,1134905,1.4167
1983,Africa,"Meat, chicken",tonnes,1239723,1.3153
1984,Africa,"Meat, chicken",tonnes,1326974,1.3458
1985,Africa,"Meat, chicken",tonnes,1395042,1.3321
1986,Africa,"Meat, chicken",tonnes,1483657,1.3677
1987,Africa,"Meat, chicken",tonnes,1568609,1.348
1988,Africa,"Meat, chicken",tonnes,1581569,1.4248
1989,Africa,"Meat, chicken",tonnes,1646489,1.4429
1990,Africa,"Meat, chicken",tonnes,1848758,1.4204
1991,Africa,"Meat, chicken",tonnes,1853935,1.3942
1992,Africa,"Meat, chicken",tonnes,1887663,1.411
1993,Africa,"Meat, chicken",tonnes,1904657,1.4348
1994,Africa,"Meat, chicken",tonnes,2014309,1.4067
1995,Africa,"Meat, chicken",tonnes,2163362,1.4528
1996,Africa,"Meat, chicken",tonnes,2290172,1.445
1997,Africa,"Meat, chicken",tonnes,2481819,1.4124
1998,Africa,"Meat, chicken",tonnes,2502504,1.4512
1999,Africa,"Meat, chicken",tonnes,2627296,1.4225
2000,Africa,"Meat, chicken",tonnes,2780832,1.3684
2001,Africa,"Meat, chicken",tonnes,2980676,1.3626
2002,Africa,"Meat, chicken",tonnes,3182949,1.3241
2003,Africa,"Meat, chicken",tonnes,3188497,1.339
2004,Africa,"Meat, chicken",tonnes,3211452,1.3002
2005,Africa,"Meat, chicken",tonnes,3328585,1.2306
2006,Africa,"Meat, chicken",tonnes,3382472,1.2337
2007,Africa,"Meat, chicken",tonnes,3751720,1.2054
2008,Africa,"Meat, chicken",tonnes,3987801,1.2065
2009,Africa,"Meat, chicken",tonnes,4201734,1.2093
2010,Africa,"Meat, chicken",tonnes,4505868,1.1933
2011,Africa,"Meat, chicken",tonnes,4623734,1.139
2012,Africa,"Meat, chicken",tonnes,4788339,1.1432
2013,Africa,"Meat, chicken",tonnes,5116835,1.0765
2014,Africa,"Meat, chicken",tonnes,5264054,1.0684
2015,Africa,"Meat, chicken",tonnes,5386697,1.1126
2016,Africa,"Meat, chicken",tonnes,5336005,1.1805
2017,Africa,"Meat, chicken",tonnes,5467046,1.1462
1961,Africa,"Eggs, hen, in shell",tonnes,391779,2.0368
1962,Africa,"Eggs, hen, in shell",tonnes,407456,2.0214
1963,Africa,"Eggs, hen, in shell",tonnes,421194,2.0046
1964,Africa,"Eggs, hen, in shell",tonnes,441180,1.991
1965,Africa,"Eggs, hen, in shell",tonnes,475222,1.9524
1966,Africa,"Eggs, hen, in shell",tonnes,505716,1.8818
1967,Africa,"Eggs, hen, in shell",tonnes,531507,1.8664
1968,Africa,"Eggs, hen, in shell",tonnes,561736,1.8434
1969,Africa,"Eggs, hen, in shell",tonnes,584698,1.8406
1970,Africa,"Eggs, hen, in shell",tonnes,585658,1.8667
1971,Africa,"Eggs, hen, in shell",tonnes,602527,1.8821
1972,Africa,"Eggs, hen, in shell",tonnes,622752,1.8638
1973,Africa,"Eggs, hen, in shell",tonnes,647217,1.851
1974,Africa,"Eggs, hen, in shell",tonnes,699671,1.7731
1975,Africa,"Eggs, hen, in shell",tonnes,754940,1.703
1976,Africa,"Eggs, hen, in shell",tonnes,771746,1.7348
1977,Africa,"Eggs, hen, in shell",tonnes,823335,1.6862
1978,Africa,"Eggs, hen, in shell",tonnes,857163,1.6588
1979,Africa,"Eggs, hen, in shell",tonnes,902798,1.633
1980,Africa,"Eggs, hen, in shell",tonnes,928876,1.6317
1981,Africa,"Eggs, hen, in shell",tonnes,954176,1.6309
1982,Africa,"Eggs, hen, in shell",tonnes,1042184,1.5707
1983,Africa,"Eggs, hen, in shell",tonnes,1072394,1.611
1984,Africa,"Eggs, hen, in shell",tonnes,1086862,1.5672
1985,Africa,"Eggs, hen, in shell",tonnes,1149809,1.6118
1986,Africa,"Eggs, hen, in shell",tonnes,1249856,1.5085
1987,Africa,"Eggs, hen, in shell",tonnes,1347028,1.444
1988,Africa,"Eggs, hen, in shell",tonnes,1406221,1.379
1989,Africa,"Eggs, hen, in shell",tonnes,1364513,1.422
1990,Africa,"Eggs, hen, in shell",tonnes,1534515,1.3929
1991,Africa,"Eggs, hen, in shell",tonnes,1631684,1.3849
1992,Africa,"Eggs, hen, in shell",tonnes,1649646,1.3809
1993,Africa,"Eggs, hen, in shell",tonnes,1644328,1.315
1994,Africa,"Eggs, hen, in shell",tonnes,1722295,1.2903
1995,Africa,"Eggs, hen, in shell",tonnes,1796558,1.2255
1996,Africa,"Eggs, hen, in shell",tonnes,1684728,1.2292
1997,Africa,"Eggs, hen, in shell",tonnes,1735371,1.1619
1998,Africa,"Eggs, hen, in shell",tonnes,1899930,1.2006
1999,Africa,"Eggs, hen, in shell",tonnes,1954776,1.22
2000,Africa,"Eggs, hen, in shell",tonnes,1962140,1.1834
2001,Africa,"Eggs, hen, in shell",tonnes,2041036,1.1921
2002,Africa,"Eggs, hen, in shell",tonnes,2205214,1.1514
2003,Africa,"Eggs, hen, in shell",tonnes,2208662,1.1755
2004,Africa,"Eggs, hen, in shell",tonnes,2253068,1.1878
2005,Africa,"Eggs, hen, in shell",tonnes,2311735,1.1846
2006,Africa,"Eggs, hen, in shell",tonnes,2408025,1.1815
2007,Africa,"Eggs, hen, in shell",tonnes,2542380,1.1624
2008,Africa,"Eggs, hen, in shell",tonnes,2603194,1.1425
2009,Africa,"Eggs, hen, in shell",tonnes,2553758,1.2057
2010,Africa,"Eggs, hen, in shell",tonnes,2755652,1.1605
2011,Africa,"Eggs, hen, in shell",tonnes,2894116,1.1342
2012,Africa,"Eggs, hen, in shell",tonnes,3159486,1.0773
2013,Africa,"Eggs, hen, in shell",tonnes,3206874,1.0667
2014,Africa,"Eggs, hen, in shell",tonnes,3306415,1.0705
2015,Africa,"Eggs, hen, in shell",tonnes,3269295,1.0207
2016,Africa,"Eggs, hen, in shell",tonnes,3144902,1.0604
2017,Africa,"Eggs, hen, in shell",tonnes,3227030,1.0796
1961,Africa,"Meat, pig",tonnes,184915,8.5007
1962,Africa,"Meat, pig",tonnes,190930,8.4489
1963,Africa,"Meat, pig",tonnes,195044,8.4789
1964,Africa,"Meat, pig",tonnes,206642,8.3187
1965,Africa,"Meat, pig",tonnes,212582,8.0632
1966,Africa,"Meat, pig",tonnes,217894,7.9353
1967,Africa,"Meat, pig",tonnes,232148,7.575
1968,Africa,"Meat, pig",tonnes,239929,7.7692
1969,Africa,"Meat, pig",tonnes,257229,7.685
1970,Africa,"Meat, pig",tonnes,259484,7.7229
1971,Africa,"Meat, pig",tonnes,268503,7.6421
1972,Africa,"Meat, pig",tonnes,289565,7.4309
1973,Africa,"Meat, pig",tonnes,301139,7.215
1974,Africa,"Meat, pig",tonnes,294229,7.4675
1975,Africa,"Meat, pig",tonnes,298313,7.5849
1976,Africa,"Meat, pig",tonnes,311549,7.6401
1977,Africa,"Meat, pig",tonnes,323250,7.7362
1978,Africa,"Meat, pig",tonnes,327679,7.9931
1979,Africa,"Meat, pig",tonnes,329663,8.1605
1980,Africa,"Meat, pig",tonnes,342198,8.2582
1981,Africa,"Meat, pig",tonnes,361316,8.261
1982,Africa,"Meat, pig",tonnes,373642,7.7774
1983,Africa,"Meat, pig",tonnes,382538,7.6848
1984,Africa,"Meat, pig",tonnes,401875,7.6546
1985,Africa,"Meat, pig",tonnes,417523,7.9742
1986,Africa,"Meat, pig",tonnes,448220,8.1666
1987,Africa,"Meat, pig",tonnes,487233,7.8436
1988,Africa,"Meat, pig",tonnes,507848,7.7351
1989,Africa,"Meat, pig",tonnes,561243,7.5965
1990,Africa,"Meat, pig",tonnes,629244,7.5697
1991,Africa,"Meat, pig",tonnes,635994,7.6889
1992,Africa,"Meat, pig",tonnes,670548,7.508
1993,Africa,"Meat, pig",tonnes,682484,7.5095
1994,Africa,"Meat, pig",tonnes,693688,7.5922
1995,Africa,"Meat, pig",tonnes,747000,7.2755
1996,Africa,"Meat, pig",tonnes,764021,7.183
1997,Africa,"Meat, pig",tonnes,779109,7.2719
1998,Africa,"Meat, pig",tonnes,775792,7.3706
1999,Africa,"Meat, pig",tonnes,773406,7.3782
2000,Africa,"Meat, pig",tonnes,783593,7.6908
2001,Africa,"Meat, pig",tonnes,800281,7.4399
2002,Africa,"Meat, pig",tonnes,831056,7.5731
2003,Africa,"Meat, pig",tonnes,842221,7.3843
2004,Africa,"Meat, pig",tonnes,905418,7.1884
2005,Africa,"Meat, pig",tonnes,963230,7.081
2006,Africa,"Meat, pig",tonnes,995117,7.0859
2007,Africa,"Meat, pig",tonnes,1043189,7.1147
2008,Africa,"Meat, pig",tonnes,1076848,7.2836
2009,Africa,"Meat, pig",tonnes,1089401,7.5032
2010,Africa,"Meat, pig",tonnes,1131043,7.6901
2011,Africa,"Meat, pig",tonnes,1177334,7.3655
2012,Africa,"Meat, pig",tonnes,1247124,7.3193
2013,Africa,"Meat, pig",tonnes,1300110,7.088
2014,Africa,"Meat, pig",tonnes,1368059,6.9881
2015,Africa,"Meat, pig",tonnes,1405554,7.083
2016,Africa,"Meat, pig",tonnes,1456906,7.0135
2017,Africa,"Meat, pig",tonnes,1496316,7.0529
1961,Americas,Cereals excluding rice,tonnes,215801585,0.1672
1962,Americas,Cereals excluding rice,tonnes,226910929,0.1732
1963,Americas,Cereals excluding rice,tonnes,248725464,0.1747
1964,Americas,Cereals excluding rice,tonnes,234845055,0.1889
1965,Americas,Cereals excluding rice,tonnes,257333935,0.1896
1966,Americas,Cereals excluding rice,tonnes,267665231,0.1986
1967,Americas,Cereals excluding rice,tonnes,286282204,0.2038
1968,Americas,Cereals excluding rice,tonnes,282470767,0.2085
1969,Americas,Cereals excluding rice,tonnes,289464439,0.2124
1970,Americas,Cereals excluding rice,tonnes,268789778,0.2368
1971,Americas,Cereals excluding rice,tonnes,331867175,0.2036
1972,Americas,Cereals excluding rice,tonnes,314414016,0.2175
1973,Americas,Cereals excluding rice,tonnes,330972214,0.2241
1974,Americas,Cereals excluding rice,tonnes,294727982,0.2396
1975,Americas,Cereals excluding rice,tonnes,345078845,0.2385
1976,Americas,Cereals excluding rice,tonnes,367356592,0.2345
1977,Americas,Cereals excluding rice,tonnes,373301026,0.2249
1978,Americas,Cereals excluding rice,tonnes,382799616,0.229
1979,Americas,Cereals excluding rice,tonnes,400505041,0.2296
1980,Americas,Cereals excluding rice,tonnes,374897253,0.2529
1981,Americas,Cereals excluding rice,tonnes,459439923,0.208
1982,Americas,Cereals excluding rice,tonnes,465439309,0.1889
