Year,Area,Item,Unit,Production (Tonnes),CH4 Emissions intensity
1989,Melanesia,"Eggs, hen, in shell",tonnes,7137,1.3058
1990,Melanesia,"Eggs, hen, in shell",tonnes,7499,1.2847
1991,Melanesia,"Eggs, hen, in shell",tonnes,12518,0.8925
1992,Melanesia,"Eggs, hen, in shell",tonnes,11903,0.8399
1993,Melanesia,"Eggs, hen, in shell",tonnes,11987,0.8341
1994,Melanesia,"Eggs, hen, in shell",tonnes,12689,0.8158
1995,Melanesia,"Eggs, hen, in shell",tonnes,12949,0.7978
1996,Melanesia,"Eggs, hen, in shell",tonnes,13586,0.7794
1997,Melanesia,"Eggs, hen, in shell",tonnes,13870,0.7628
1998,Melanesia,"Eggs, hen, in shell",tonnes,15831,0.7379
1999,Melanesia,"Eggs, hen, in shell",tonnes,15055,0.7844
2000,Melanesia,"Eggs, hen, in shell",tonnes,15933,0.7796
2001,Melanesia,"Eggs, hen, in shell",tonnes,15288,0.7525
2002,Melanesia,"Eggs, hen, in shell",tonnes,16271,0.7511
2003,Melanesia,"Eggs, hen, in shell",tonnes,16370,0.7435
2004,Melanesia,"Eggs, hen, in shell",tonnes,16449,0.7419
2005,Melanesia,"Eggs, hen, in shell",tonnes,17378,0.7261
2006,Melanesia,"Eggs, hen, in shell",tonnes,17274,0.7315
2007,Melanesia,"Eggs, hen, in shell",tonnes,17419,0.7486
2008,Melanesia,"Eggs, hen, in shell",tonnes,17247,0.7952
2009,Melanesia,"Eggs, hen, in shell",tonnes,17621,0.8029
2010,Melanesia,"Eggs, hen, in shell",tonnes,20204,0.727
2011,Melanesia,"Eggs, hen, in shell",tonnes,20274,0.7413
2012,Melanesia,"Eggs, hen, in shell",tonnes,19324,0.7721
2013,Melanesia,"Eggs, hen, in shell",tonnes,21356,0.6923
2014,Melanesia,"Eggs, hen, in shell",tonnes,21741,0.7046
2015,Melanesia,"Eggs, hen, in shell",tonnes,21335,0.7102
2016,Melanesia,"Eggs, hen, in shell",tonnes,21093,0.7158
2017,Melanesia,"Eggs, hen, in shell",tonnes,19391,0.7424
1961,Melanesia,"Meat, pig",tonnes,20763,13.5552
1962,Melanesia,"Meat, pig",tonnes,21337,13.4389
1963,Melanesia,"Meat, pig",tonnes,21719,13.522
1964,Melanesia,"Meat, pig",tonnes,22160,13.3277
1965,Melanesia,"Meat, pig",tonnes,22740,13.2594
1966,Melanesia,"Meat, pig",tonnes,23334,13.17
1967,Melanesia,"Meat, pig",tonnes,24110,12.9939
1968,Melanesia,"Meat, pig",tonnes,24797,13.0175
1969,Melanesia,"Meat, pig",tonnes,25481,12.9509
1970,Melanesia,"Meat, pig",tonnes,26367,12.858
1971,Melanesia,"Meat, pig",tonnes,27116,12.8053
1972,Melanesia,"Meat, pig",tonnes,27910,12.7999
1973,Melanesia,"Meat, pig",tonnes,29063,12.6739
1974,Melanesia,"Meat, pig",tonnes,29693,12.6736
1975,Melanesia,"Meat, pig",tonnes,31143,12.3079
1976,Melanesia,"Meat, pig",tonnes,33235,11.8037
1977,Melanesia,"Meat, pig",tonnes,33901,11.7063
1978,Melanesia,"Meat, pig",tonnes,34703,11.607
1979,Melanesia,"Meat, pig",tonnes,36039,11.4623
1980,Melanesia,"Meat, pig",tonnes,36810,11.4589
1981,Melanesia,"Meat, pig",tonnes,37429,11.4387
1982,Melanesia,"Meat, pig",tonnes,38504,11.4485
1983,Melanesia,"Meat, pig",tonnes,39725,11.3365
1984,Melanesia,"Meat, pig",tonnes,40181,11.3461
1985,Melanesia,"Meat, pig",tonnes,41337,11.2589
1986,Melanesia,"Meat, pig",tonnes,41738,11.2845
1987,Melanesia,"Meat, pig",tonnes,42358,11.2509
1988,Melanesia,"Meat, pig",tonnes,42727,11.1559
1989,Melanesia,"Meat, pig",tonnes,43374,11.1584
1990,Melanesia,"Meat, pig",tonnes,44385,11.0426
1991,Melanesia,"Meat, pig",tonnes,45162,10.8189
1992,Melanesia,"Meat, pig",tonnes,48843,10.869
1993,Melanesia,"Meat, pig",tonnes,53345,10.7953
1994,Melanesia,"Meat, pig",tonnes,57423,10.7432
1995,Melanesia,"Meat, pig",tonnes,61159,10.7642
1996,Melanesia,"Meat, pig",tonnes,62600,10.8302
1997,Melanesia,"Meat, pig",tonnes,66061,10.5303
1998,Melanesia,"Meat, pig",tonnes,67857,10.5249
1999,Melanesia,"Meat, pig",tonnes,68306,10.6434
2000,Melanesia,"Meat, pig",tonnes,68153,10.6242
2001,Melanesia,"Meat, pig",tonnes,74426,10.5568
2002,Melanesia,"Meat, pig",tonnes,78567,10.5279
2003,Melanesia,"Meat, pig",tonnes,78649,10.5399
2004,Melanesia,"Meat, pig",tonnes,78789,10.5665
2005,Melanesia,"Meat, pig",tonnes,78936,10.5643
2006,Melanesia,"Meat, pig",tonnes,79287,10.5367
2007,Melanesia,"Meat, pig",tonnes,81762,10.5223
2008,Melanesia,"Meat, pig",tonnes,82101,10.5019
2009,Melanesia,"Meat, pig",tonnes,84066,10.4897
2010,Melanesia,"Meat, pig",tonnes,86063,10.4773
2011,Melanesia,"Meat, pig",tonnes,88292,10.4474
2012,Melanesia,"Meat, pig",tonnes,89481,10.5051
2013,Melanesia,"Meat, pig",tonnes,87072,10.612
2014,Melanesia,"Meat, pig",tonnes,87870,10.5223
2015,Melanesia,"Meat, pig",tonnes,89814,10.3307
2016,Melanesia,"Meat, pig",tonnes,93594,10.3716
2017,Melanesia,"Meat, pig",tonnes,94634,10.3456
1961,Micronesia,Cereals excluding rice,tonnes,355,0.0895
1962,Micronesia,Cereals excluding rice,tonnes,318,0.1084
1963,Micronesia,Cereals excluding rice,tonnes,218,0.0982
1964,Micronesia,Cereals excluding rice,tonnes,236,0.0985
1965,Micronesia,Cereals excluding rice,tonnes,135,0.0998
1966,Micronesia,Cereals excluding rice,tonnes,60,0.1207
1967,Micronesia,Cereals excluding rice,tonnes,65,0.118
1968,Micronesia,Cereals excluding rice,tonnes,69,0.1152
1969,Micronesia,Cereals excluding rice,tonnes,86,0.1073
1970,Micronesia,Cereals excluding rice,tonnes,78,0.1137
1971,Micronesia,Cereals excluding rice,tonnes,80,0.112
1972,Micronesia,Cereals excluding rice,tonnes,85,0.108
1973,Micronesia,Cereals excluding rice,tonnes,85,0.108
1974,Micronesia,Cereals excluding rice,tonnes,85,0.108
1975,Micronesia,Cereals excluding rice,tonnes,85,0.108
1976,Micronesia,Cereals excluding rice,tonnes,85,0.108
1977,Micronesia,Cereals excluding rice,tonnes,85,0.108
1978,Micronesia,Cereals excluding rice,tonnes,86,0.1073
1979,Micronesia,Cereals excluding rice,tonnes,88,0.107
1980,Micronesia,Cereals excluding rice,tonnes,89,0.1063
1981,Micronesia,Cereals excluding rice,tonnes,90,0.1056
1982,Micronesia,Cereals excluding rice,tonnes,90,0.1056
1983,Micronesia,Cereals excluding rice,tonnes,66,0.1153
1984,Micronesia,Cereals excluding rice,tonnes,78,0.1084
1985,Micronesia,Cereals excluding rice,tonnes,74,0.1105
1986,Micronesia,Cereals excluding rice,tonnes,78,0.1097
1987,Micronesia,Cereals excluding rice,tonnes,78,0.1111
1988,Micronesia,Cereals excluding rice,tonnes,78,0.1124
1989,Micronesia,Cereals excluding rice,tonnes,78,0.1137
1990,Micronesia,Cereals excluding rice,tonnes,81,0.1123
1991,Micronesia,Cereals excluding rice,tonnes,57.487,0.1252
1992,Micronesia,Cereals excluding rice,tonnes,59.8214,0.1243
1993,Micronesia,Cereals excluding rice,tonnes,61.3155,0.1241
1994,Micronesia,Cereals excluding rice,tonnes,64.8976,0.1231
1995,Micronesia,Cereals excluding rice,tonnes,77.4988,0.1158
1996,Micronesia,Cereals excluding rice,tonnes,79.6587,0.1149
1997,Micronesia,Cereals excluding rice,tonnes,81.9555,0.1143
1998,Micronesia,Cereals excluding rice,tonnes,84.2877,0.1137
1999,Micronesia,Cereals excluding rice,tonnes,86.6771,0.1131
2000,Micronesia,Cereals excluding rice,tonnes,89.3874,0.1126
2001,Micronesia,Cereals excluding rice,tonnes,91.6647,0.112
2002,Micronesia,Cereals excluding rice,tonnes,94.6252,0.1112
2003,Micronesia,Cereals excluding rice,tonnes,95.992,0.1109
2004,Micronesia,Cereals excluding rice,tonnes,97.9099,0.1104
2005,Micronesia,Cereals excluding rice,tonnes,99.9467,0.1099
2006,Micronesia,Cereals excluding rice,tonnes,100.3174,0.1109
2007,Micronesia,Cereals excluding rice,tonnes,102,0.1081
2008,Micronesia,Cereals excluding rice,tonnes,113.7591,0.1067
2009,Micronesia,Cereals excluding rice,tonnes,120.5301,0.1056
2010,Micronesia,Cereals excluding rice,tonnes,127.4132,0.1046
2011,Micronesia,Cereals excluding rice,tonnes,134.4588,0.1037
2012,Micronesia,Cereals excluding rice,tonnes,144.497,0.1013
2013,Micronesia,Cereals excluding rice,tonnes,154.4853,0.1003
2014,Micronesia,Cereals excluding rice,tonnes,154.4457,0.1005
2015,Micronesia,Cereals excluding rice,tonnes,151.5341,0.1009
2016,Micronesia,Cereals excluding rice,tonnes,149.3124,0.1013
2017,Micronesia,Cereals excluding rice,tonnes,151.1872,0.101
1961,Micronesia,"Rice, paddy",tonnes,6,5.985
1962,Micronesia,"Rice, paddy",tonnes,6,5.985
1963,Micronesia,"Rice, paddy",tonnes,7,5.8638
1964,Micronesia,"Rice, paddy",tonnes,7,5.8638
1965,Micronesia,"Rice, paddy",tonnes,7,5.8638
1966,Micronesia,"Rice, paddy",tonnes,12,6.4092
1967,Micronesia,"Rice, paddy",tonnes,24,4.7124
1968,Micronesia,"Rice, paddy",tonnes,33,4.6739
1969,Micronesia,"Rice, paddy",tonnes,45,4.571
1970,Micronesia,"Rice, paddy",tonnes,52,4.9409
1971,Micronesia,"Rice, paddy",tonnes,63,5.2982
1972,Micronesia,"Rice, paddy",tonnes,70,5.8638
1973,Micronesia,"Rice, paddy",tonnes,73,5.6248
1974,Micronesia,"Rice, paddy",tonnes,75,5.476
1975,Micronesia,"Rice, paddy",tonnes,78,5.2672
1976,Micronesia,"Rice, paddy",tonnes,80,5.1366
1977,Micronesia,"Rice, paddy",tonnes,83,4.9526
1978,Micronesia,"Rice, paddy",tonnes,85,4.8372
1979,Micronesia,"Rice, paddy",tonnes,87,4.7856
1980,Micronesia,"Rice, paddy",tonnes,90,4.7407
1981,Micronesia,"Rice, paddy",tonnes,93,4.644
1982,Micronesia,"Rice, paddy",tonnes,95,4.5472
1983,Micronesia,"Rice, paddy",tonnes,90,4.7973
1984,Micronesia,"Rice, paddy",tonnes,95,4.5472
1985,Micronesia,"Rice, paddy",tonnes,90,4.571
1986,Micronesia,"Rice, paddy",tonnes,90,4.571
1987,Micronesia,"Rice, paddy",tonnes,90,4.571
1988,Micronesia,"Rice, paddy",tonnes,90,4.571
1989,Micronesia,"Rice, paddy",tonnes,90,4.571
1990,Micronesia,"Rice, paddy",tonnes,102,4.2882
1995,Micronesia,"Rice, paddy",tonnes,90,4.571
1996,Micronesia,"Rice, paddy",tonnes,93,4.4446
1997,Micronesia,"Rice, paddy",tonnes,94,4.4329
1998,Micronesia,"Rice, paddy",tonnes,96,4.4208
1999,Micronesia,"Rice, paddy",tonnes,97,4.4083
2000,Micronesia,"Rice, paddy",tonnes,99,4.395
2001,Micronesia,"Rice, paddy",tonnes,100,4.3808
2002,Micronesia,"Rice, paddy",tonnes,102,4.3655
2003,Micronesia,"Rice, paddy",tonnes,104,4.3489
2004,Micronesia,"Rice, paddy",tonnes,106,4.2986
2005,Micronesia,"Rice, paddy",tonnes,107,4.2168
2006,Micronesia,"Rice, paddy",tonnes,109,4.1363
2007,Micronesia,"Rice, paddy",tonnes,100,4.6276
2008,Micronesia,"Rice, paddy",tonnes,120,3.8331
2009,Micronesia,"Rice, paddy",tonnes,128,3.6326
2010,Micronesia,"Rice, paddy",tonnes,137,3.4531
2011,Micronesia,"Rice, paddy",tonnes,145,3.2924
2012,Micronesia,"Rice, paddy",tonnes,160,2.9096
2013,Micronesia,"Rice, paddy",tonnes,165,2.9771
2014,Micronesia,"Rice, paddy",tonnes,153,3.1189
2015,Micronesia,"Rice, paddy",tonnes,155,3.0513
2016,Micronesia,"Rice, paddy",tonnes,156,2.9906
2017,Micronesia,"Rice, paddy",tonnes,159,2.9282
1961,Micronesia,"Meat, cattle",tonnes,273,66.7314
1962,Micronesia,"Meat, cattle",tonnes,288,60.097
1963,Micronesia,"Meat, cattle",tonnes,323,58.9679
1964,Micronesia,"Meat, cattle",tonnes,301,58.0151
1965,Micronesia,"Meat, cattle",tonnes,319,57.7401
1966,Micronesia,"Meat, cattle",tonnes,383,58.1256
1967,Micronesia,"Meat, cattle",tonnes,479,59.3578
1968,Micronesia,"Meat, cattle",tonnes,445,60.2151
1969,Micronesia,"Meat, cattle",tonnes,481,60.1663
1970,Micronesia,"Meat, cattle",tonnes,406,74.645
1971,Micronesia,"Meat, cattle",tonnes,408,73.0187
1972,Micronesia,"Meat, cattle",tonnes,427,73.7282
1973,Micronesia,"Meat, cattle",tonnes,389,75.3931
1974,Micronesia,"Meat, cattle",tonnes,359,70.5589
1975,Micronesia,"Meat, cattle",tonnes,323,71.3468
1976,Micronesia,"Meat, cattle",tonnes,172,72.1458
1977,Micronesia,"Meat, cattle",tonnes,233,69.9654
1978,Micronesia,"Meat, cattle",tonnes,236,67.7518
1979,Micronesia,"Meat, cattle",tonnes,241,66.051
1980,Micronesia,"Meat, cattle",tonnes,241,62.8848
1981,Micronesia,"Meat, cattle",tonnes,474,40.8731
1982,Micronesia,"Meat, cattle",tonnes,258,72.0107
1983,Micronesia,"Meat, cattle",tonnes,245,78.1537
1984,Micronesia,"Meat, cattle",tonnes,240,79.2992
1985,Micronesia,"Meat, cattle",tonnes,248,77.427
1986,Micronesia,"Meat, cattle",tonnes,256,78.2423
1987,Micronesia,"Meat, cattle",tonnes,253,81.3492
1988,Micronesia,"Meat, cattle",tonnes,253,83.7326
1989,Micronesia,"Meat, cattle",tonnes,252,86.6797
1990,Micronesia,"Meat, cattle",tonnes,250,87.1412
1991,Micronesia,"Meat, cattle",tonnes,251,0.6804
1992,Micronesia,"Meat, cattle",tonnes,251,0.6727
1993,Micronesia,"Meat, cattle",tonnes,251,0.672
1994,Micronesia,"Meat, cattle",tonnes,251,0.6805
1995,Micronesia,"Meat, cattle",tonnes,250,95.0558
1996,Micronesia,"Meat, cattle",tonnes,250,94.9744
1997,Micronesia,"Meat, cattle",tonnes,250,94.9256
1998,Micronesia,"Meat, cattle",tonnes,250,95.2266
1999,Micronesia,"Meat, cattle",tonnes,250,95.2185
2000,Micronesia,"Meat, cattle",tonnes,250,95.2347
2001,Micronesia,"Meat, cattle",tonnes,250,94.9256
2002,Micronesia,"Meat, cattle",tonnes,251,94.7335
2003,Micronesia,"Meat, cattle",tonnes,251,94.4417
2004,Micronesia,"Meat, cattle",tonnes,252,94.5347
2005,Micronesia,"Meat, cattle",tonnes,252,94.3489
2006,Micronesia,"Meat, cattle",tonnes,252,94.3812
2007,Micronesia,"Meat, cattle",tonnes,266,89.3697
2008,Micronesia,"Meat, cattle",tonnes,251,95.045
2009,Micronesia,"Meat, cattle",tonnes,249,102.2508
2010,Micronesia,"Meat, cattle",tonnes,237,107.4605
2011,Micronesia,"Meat, cattle",tonnes,249,109.433
2012,Micronesia,"Meat, cattle",tonnes,245,110.9398
2013,Micronesia,"Meat, cattle",tonnes,249,112.8739
2014,Micronesia,"Meat, cattle",tonnes,245,114.4328
2015,Micronesia,"Meat, cattle",tonnes,243,116.3802
2016,Micronesia,"Meat, cattle",tonnes,248,117.9527
2017,Micronesia,"Meat, cattle",tonnes,249,120.1988
1961,Micronesia,"Meat, goat",tonnes,17,63.5483
1962,Micronesia,"Meat, goat",tonnes,16,63.2775
1963,Micronesia,"Meat, goat",tonnes,15,64.2741
1964,Micronesia,"Meat, goat",tonnes,13,66.4098
1965,Micronesia,"Meat, goat",tonnes,13,69.693
1966,Micronesia,"Meat, goat",tonnes,15,71.6163
1967,Micronesia,"Meat, goat",tonnes,18,73.8922
1968,Micronesia,"Meat, goat",tonnes,18,70.8152
1969,Micronesia,"Meat, goat",tonnes,16,75.3225
1970,Micronesia,"Meat, goat",tonnes,19,71.184
1971,Micronesia,"Meat, goat",tonnes,19,72.2051
1972,Micronesia,"Meat, goat",tonnes,20,72.8803
1973,Micronesia,"Meat, goat",tonnes,19,72.1554
1974,Micronesia,"Meat, goat",tonnes,17,69.1278
1975,Micronesia,"Meat, goat",tonnes,15,72.296
1976,Micronesia,"Meat, goat",tonnes,15,72.1082
1977,Micronesia,"Meat, goat",tonnes,15,70.0023
1978,Micronesia,"Meat, goat",tonnes,14,69.5541
1979,Micronesia,"Meat, goat",tonnes,15,66.8536
1980,Micronesia,"Meat, goat",tonnes,16,62.5497
1981,Micronesia,"Meat, goat",tonnes,16,63.2337
1982,Micronesia,"Meat, goat",tonnes,17,61.0651
1983,Micronesia,"Meat, goat",tonnes,16,67.1434
1984,Micronesia,"Meat, goat",tonnes,16,70.2665
1985,Micronesia,"Meat, goat",tonnes,17,71.2099
1986,Micronesia,"Meat, goat",tonnes,19,64.4141
1987,Micronesia,"Meat, goat",tonnes,19,65.5018
1988,Micronesia,"Meat, goat",tonnes,19,70.6009
1989,Micronesia,"Meat, goat",tonnes,19,67.7681
1990,Micronesia,"Meat, goat",tonnes,16,61.0195
1991,Micronesia,"Meat, goat",tonnes,16,7.5184
1992,Micronesia,"Meat, goat",tonnes,16,7.9812
1993,Micronesia,"Meat, goat",tonnes,16,8.1102
1994,Micronesia,"Meat, goat",tonnes,16,8.1113
1995,Micronesia,"Meat, goat",tonnes,16,61.342
1996,Micronesia,"Meat, goat",tonnes,16,62.0443
1997,Micronesia,"Meat, goat",tonnes,16,61.6081
1998,Micronesia,"Meat, goat",tonnes,16,61.7412
1999,Micronesia,"Meat, goat",tonnes,17,61.3118
2000,Micronesia,"Meat, goat",tonnes,17,60.8901
2001,Micronesia,"Meat, goat",tonnes,17,60.6054
2002,Micronesia,"Meat, goat",tonnes,17,60.6054
2003,Micronesia,"Meat, goat",tonnes,17,60.6054
2004,Micronesia,"Meat, goat",tonnes,17,60.6054
2005,Micronesia,"Meat, goat",tonnes,17,60.6054
2006,Micronesia,"Meat, goat",tonnes,17,60.0691
2007,Micronesia,"Meat, goat",tonnes,19,55.5467
2008,Micronesia,"Meat, goat",tonnes,18,57.3329
2009,Micronesia,"Meat, goat",tonnes,17,59.904
2010,Micronesia,"Meat, goat",tonnes,17,61.3987
2011,Micronesia,"Meat, goat",tonnes,18,61.8847
2012,Micronesia,"Meat, goat",tonnes,18,62.7154
2013,Micronesia,"Meat, goat",tonnes,18,63.4495
2014,Micronesia,"Meat, goat",tonnes,18,64.4685
2015,Micronesia,"Meat, goat",tonnes,18,64.8856
2016,Micronesia,"Meat, goat",tonnes,18,64.8141
2017,Micronesia,"Meat, goat",tonnes,18,65.3986
1961,Micronesia,"Meat, buffalo",tonnes,21,57.3773
1962,Micronesia,"Meat, buffalo",tonnes,18,55.8472
1963,Micronesia,"Meat, buffalo",tonnes,84,26.4533
1964,Micronesia,"Meat, buffalo",tonnes,35,36.2724
1965,Micronesia,"Meat, buffalo",tonnes,15,57.033
1966,Micronesia,"Meat, buffalo",tonnes,20,74.7174
1967,Micronesia,"Meat, buffalo",tonnes,20,57.8186
1968,Micronesia,"Meat, buffalo",tonnes,20,59.5672
1969,Micronesia,"Meat, buffalo",tonnes,17,57.2729
1970,Micronesia,"Meat, buffalo",tonnes,27,32.2344
1971,Micronesia,"Meat, buffalo",tonnes,10,56.8476
1972,Micronesia,"Meat, buffalo",tonnes,10,79.3312
1973,Micronesia,"Meat, buffalo",tonnes,9,82.4995
1974,Micronesia,"Meat, buffalo",tonnes,8,81.2364
1975,Micronesia,"Meat, buffalo",tonnes,8,81.8623
1976,Micronesia,"Meat, buffalo",tonnes,8,79.3586
1977,Micronesia,"Meat, buffalo",tonnes,8,76.6488
1978,Micronesia,"Meat, buffalo",tonnes,8,92.3073
1979,Micronesia,"Meat, buffalo",tonnes,9,82.8937
1980,Micronesia,"Meat, buffalo",tonnes,9,65.298
1981,Micronesia,"Meat, buffalo",tonnes,10,66.8073
1982,Micronesia,"Meat, buffalo",tonnes,10,59.3923
1983,Micronesia,"Meat, buffalo",tonnes,8,51.505
1984,Micronesia,"Meat, buffalo",tonnes,8,49.1451
1985,Micronesia,"Meat, buffalo",tonnes,8,48.02
1986,Micronesia,"Meat, buffalo",tonnes,1,450.7879
1987,Micronesia,"Meat, buffalo",tonnes,1,450.7879
1988,Micronesia,"Meat, buffalo",tonnes,1,450.7879
1989,Micronesia,"Meat, buffalo",tonnes,1,448.4928
1990,Micronesia,"Meat, buffalo",tonnes,1,443.9026
1991,Micronesia,"Meat, buffalo",tonnes,1,149.1809
1992,Micronesia,"Meat, buffalo",tonnes,1,149.1809
1993,Micronesia,"Meat, buffalo",tonnes,1,149.1809
1994,Micronesia,"Meat, buffalo",tonnes,1,148.4733
1995,Micronesia,"Meat, buffalo",tonnes,1,445.7436
1996,Micronesia,"Meat, buffalo",tonnes,1,446.4996
1997,Micronesia,"Meat, buffalo",tonnes,1,447.4949
1998,Micronesia,"Meat, buffalo",tonnes,1,448.536
1999,Micronesia,"Meat, buffalo",tonnes,1,449.4242
2000,Micronesia,"Meat, buffalo",tonnes,1,449.5759
2001,Micronesia,"Meat, buffalo",tonnes,1,449.882
2002,Micronesia,"Meat, buffalo",tonnes,1,449.7229
2003,Micronesia,"Meat, buffalo",tonnes,1,448.4443
2004,Micronesia,"Meat, buffalo",tonnes,1,445.1459
2005,Micronesia,"Meat, buffalo",tonnes,1,440.0968
2006,Micronesia,"Meat, buffalo",tonnes,1,447.5426
2007,Micronesia,"Meat, buffalo",tonnes,1,401.6408
2008,Micronesia,"Meat, buffalo",tonnes,1,412.1624
2009,Micronesia,"Meat, buffalo",tonnes,1,447.0607
2010,Micronesia,"Meat, buffalo",tonnes,1,448.9225
2011,Micronesia,"Meat, buffalo",tonnes,1,418.7562
2012,Micronesia,"Meat, buffalo",tonnes,1,417.9263
2013,Micronesia,"Meat, buffalo",tonnes,1,409.2692
2014,Micronesia,"Meat, buffalo",tonnes,1,408.4613
2015,Micronesia,"Meat, buffalo",tonnes,1,405.4964
2016,Micronesia,"Meat, buffalo",tonnes,1,408.4887
2017,Micronesia,"Meat, buffalo",tonnes,1,406.6902
1961,Micronesia,"Meat, chicken",tonnes,274,3.0248
1962,Micronesia,"Meat, chicken",tonnes,259,2.4299
1963,Micronesia,"Meat, chicken",tonnes,250,2.5044
1964,Micronesia,"Meat, chicken",tonnes,252,2.472
1965,Micronesia,"Meat, chicken",tonnes,267,2.388
1966,Micronesia,"Meat, chicken",tonnes,269,2.3131
1967,Micronesia,"Meat, chicken",tonnes,329,2.5094
1968,Micronesia,"Meat, chicken",tonnes,322,2.3558
1969,Micronesia,"Meat, chicken",tonnes,314,2.1628
1970,Micronesia,"Meat, chicken",tonnes,311,3.0172
1971,Micronesia,"Meat, chicken",tonnes,314,3.0689
1972,Micronesia,"Meat, chicken",tonnes,342,2.4053
1973,Micronesia,"Meat, chicken",tonnes,358,2.3623
1974,Micronesia,"Meat, chicken",tonnes,374,2.3662
1975,Micronesia,"Meat, chicken",tonnes,395,2.2771
1976,Micronesia,"Meat, chicken",tonnes,344,2.5765
1977,Micronesia,"Meat, chicken",tonnes,349,2.7007
1978,Micronesia,"Meat, chicken",tonnes,394,2.4652
1979,Micronesia,"Meat, chicken",tonnes,402,2.3866
1980,Micronesia,"Meat, chicken",tonnes,413,2.8627
1981,Micronesia,"Meat, chicken",tonnes,401,3.1663
1982,Micronesia,"Meat, chicken",tonnes,417,3.2088
1983,Micronesia,"Meat, chicken",tonnes,413,3.7634
1984,Micronesia,"Meat, chicken",tonnes,431,3.7673
1985,Micronesia,"Meat, chicken",tonnes,425,3.9027
1986,Micronesia,"Meat, chicken",tonnes,491,3.3307
1987,Micronesia,"Meat, chicken",tonnes,484,3.2982
1988,Micronesia,"Meat, chicken",tonnes,493,3.3067
1989,Micronesia,"Meat, chicken",tonnes,492,3.6282
1990,Micronesia,"Meat, chicken",tonnes,500,3.6739
1991,Micronesia,"Meat, chicken",tonnes,509,2.2456
1992,Micronesia,"Meat, chicken",tonnes,534,2.4161
1993,Micronesia,"Meat, chicken",tonnes,558,2.4821
1994,Micronesia,"Meat, chicken",tonnes,558,2.5529
1995,Micronesia,"Meat, chicken",tonnes,559,3.1692
1996,Micronesia,"Meat, chicken",tonnes,576,3.162
1997,Micronesia,"Meat, chicken",tonnes,576,3.1609
1998,Micronesia,"Meat, chicken",tonnes,576,3.1597
1999,Micronesia,"Meat, chicken",tonnes,576,3.1586
2000,Micronesia,"Meat, chicken",tonnes,588,3.3237
2001,Micronesia,"Meat, chicken",tonnes,669,3.105
2002,Micronesia,"Meat, chicken",tonnes,720,3.1238
2003,Micronesia,"Meat, chicken",tonnes,720,3.164
2004,Micronesia,"Meat, chicken",tonnes,729,3.1119
2005,Micronesia,"Meat, chicken",tonnes,788,2.9803
2006,Micronesia,"Meat, chicken",tonnes,854,2.6633
2007,Micronesia,"Meat, chicken",tonnes,964,2.3998
2008,Micronesia,"Meat, chicken",tonnes,1006,2.5321
2009,Micronesia,"Meat, chicken",tonnes,1022,2.4532
2010,Micronesia,"Meat, chicken",tonnes,1027,2.5272
2011,Micronesia,"Meat, chicken",tonnes,1047,2.5427
2012,Micronesia,"Meat, chicken",tonnes,1119,2.7003
2013,Micronesia,"Meat, chicken",tonnes,1153,2.7795
2014,Micronesia,"Meat, chicken",tonnes,1163,2.7401
2015,Micronesia,"Meat, chicken",tonnes,1173,2.701
2016,Micronesia,"Meat, chicken",tonnes,1243,2.6664
